"time","n1","n2","weight",,,,
"t_0","16","18","1.8513641E-5",,,,
"t_0","40","24","1.4250318E-5",,,,
"t_0","30","12","2.1357084E-5",,,,
"t_0","06","38","1.4653613E-5",,,,
"t_0","17","28","2.1211565E-5",,,,
"t_0","09","36","2.2946368E-5",,,,
"t_0","07","01","1.3458531E-5",,,,
"t_0","14","30","1.5371568E-5",,,,
"t_0","31","38","1.672188E-5",,,,
"t_0","12","10","2.7937333E-5",,,,
"t_0","17","38","1.6823858E-5",,,,
"t_0","28","24","1.3773309E-5",,,,
"t_0","37","20","1.9752028E-5",,,,
"t_0","40","26","1.991685E-5",,,,
"t_0","16","35","1.6505517E-5",,,,
"t_0","35","23","2.2990362E-5",,,,
"t_0","33","22","1.4867916E-5",,,,
"t_0","36","33","1.6018934E-5",,,,
"t_0","17","24","1.5499252E-5",,,,
"t_0","04","20","2.3207504E-5",,,,
"t_0","25","13","2.1729753E-5",,,,
"t_0","29","40","1.5203795E-5",,,,
"t_0","27","06","1.5739392E-5",,,,
"t_0","28","38","1.756441E-5",,,,
"t_0","17","12","2.5636513E-5",,,,
"t_0","09","11","1.7278504E-5",,,,
"t_0","30","19","2.1335354E-5",,,,
"t_0","02","25","1.7236307E-5",,,,
"t_0","40","03","1.9924899E-5",,,,
"t_0","40","09","2.0773361E-5",,,,
"t_0","26","21","1.7504763E-5",,,,
"t_0","31","09","2.7033486E-5",,,,
"t_0","13","22","2.2556984E-5",,,,
"t_0","11","03","1.9177709E-5",,,,
"t_0","37","27","1.8124343E-5",,,,
"t_0","19","12","2.6263002E-5",,,,
"t_0","22","01","1.724819E-5",,,,
"t_0","19","14","1.6842436E-5",,,,
"t_0","04","14","1.674138E-5",,,,
"t_0","37","25","1.7462422E-5",,,,
"t_0","16","21","1.1607757E-5",,,,
"t_0","03","28","2.1538168E-5",,,,
"t_0","22","22","0.054206144",,,,
"t_0","31","29","1.7521243E-5",,,,
"t_0","06","08","1.2501468E-5",,,,
"t_0","30","22","1.2453491E-5",,,,
"t_0","20","38","2.4890427E-5",,,,
"t_0","03","35","1.9732179E-5",,,,
"t_0","38","17","1.6823858E-5",,,,
"t_0","29","08","1.9250048E-5",,,,
"t_0","25","08","1.4401774E-5",,,,
"t_0","27","37","1.8124343E-5",,,,
"t_0","24","19","2.2171165E-5",,,,
"t_0","17","29","1.9540701E-5",,,,
"t_0","30","40","1.7223898E-5",,,,
"t_0","17","15","3.042605E-5",,,,
"t_0","18","02","1.41215E-5",,,,
"t_0","07","34","1.9978652E-5",,,,
"t_0","29","11","1.52386765E-5",,,,
"t_0","30","16","1.3776191E-5",,,,
"t_0","22","30","1.2453491E-5",,,,
"t_0","20","02","1.8539096E-5",,,,
"t_0","35","07","1.8124512E-5",,,,
"t_0","40","13","1.8064045E-5",,,,
"t_0","25","25","0.052816097",,,,
"t_0","32","32","0.04335241",,,,
"t_0","36","35","2.058589E-5",,,,
"t_0","22","18","1.41175315E-5",,,,
"t_0","19","38","1.8396711E-5",,,,
"t_0","12","30","2.1357084E-5",,,,
"t_0","11","13","1.7531389E-5",,,,
"t_0","39","04","1.878479E-5",,,,
"t_0","14","02","1.8702698E-5",,,,
"t_0","03","07","1.3280365E-5",,,,
"t_0","31","06","2.2168042E-5",,,,
"t_0","15","16","1.7479504E-5",,,,
"t_0","25","40","1.4266356E-5",,,,
"t_0","11","22","1.39140775E-5",,,,
"t_0","05","13","1.4779307E-5",,,,
"t_0","05","38","1.1378003E-5",,,,
"t_0","10","05","1.7925546E-5",,,,
"t_0","24","27","1.4139777E-5",,,,
"t_0","36","19","1.717832E-5",,,,
"t_0","32","07","1.580421E-5",,,,
"t_0","18","18","0.05083455",,,,
"t_0","28","39","1.8146413E-5",,,,
"t_0","39","06","2.2144295E-5",,,,
"t_0","38","38","0.0507964",,,,
"t_0","12","35","1.9831201E-5",,,,
"t_0","21","38","1.12137695E-5",,,,
"t_0","39","09","2.425019E-5",,,,
"t_0","09","33","2.710437E-5",,,,
"t_0","05","19","1.72355E-5",,,,
"t_0","21","03","1.5274756E-5",,,,
"t_0","19","01","1.7537095E-5",,,,
"t_0","28","32","2.3691799E-5",,,,
"t_0","34","29","2.2139151E-5",,,,
"t_0","09","19","2.4138402E-5",,,,
"t_0","34","25","2.4669342E-5",,,,
"t_0","27","35","1.7468274E-5",,,,
"t_0","17","27","2.9238487E-5",,,,
"t_0","26","30","1.3713643E-5",,,,
"t_0","24","07","1.5239876E-5",,,,
"t_0","30","18","1.6256936E-5",,,,
"t_0","15","39","2.425572E-5",,,,
"t_0","39","34","2.3276029E-5",,,,
"t_0","30","39","1.992102E-5",,,,
"t_0","20","04","2.3207504E-5",,,,
"t_0","38","39","1.52057355E-5",,,,
"t_0","29","21","1.5787276E-5",,,,
"t_0","15","35","2.694105E-5",,,,
"t_0","14","35","2.0282521E-5",,,,
"t_0","12","25","2.1380643E-5",,,,
"t_0","03","15","1.4392642E-5",,,,
"t_0","19","32","2.8693712E-5",,,,
"t_0","14","33","2.2002467E-5",,,,
"t_0","17","26","1.643634E-5",,,,
"t_0","05","04","1.558702E-5",,,,
"t_0","01","33","1.58834E-5",,,,
"t_0","15","30","1.8307448E-5",,,,
"t_0","36","36","0.063761085",,,,
"t_0","33","08","1.7476248E-5",,,,
"t_0","18","34","1.2305564E-5",,,,
"t_0","30","04","1.6773598E-5",,,,
"t_0","19","36","1.717832E-5",,,,
"t_0","37","21","1.6806522E-5",,,,
"t_0","35","30","1.8325953E-5",,,,
"t_0","30","25","1.9364505E-5",,,,
"t_0","06","18","1.3225492E-5",,,,
"t_0","23","24","1.2045038E-5",,,,
"t_0","33","27","2.2609764E-5",,,,
"t_0","16","05","1.5404794E-5",,,,
"t_0","19","40","2.188734E-5",,,,
"t_0","22","24","1.7349856E-5",,,,
"t_0","40","28","1.890065E-5",,,,
"t_0","25","07","1.6346681E-5",,,,
"t_0","17","39","1.967134E-5",,,,
"t_0","12","20","1.9360763E-5",,,,
"t_0","30","11","1.6205202E-5",,,,
"t_0","02","08","1.2766674E-5",,,,
"t_0","24","13","1.707584E-5",,,,
"t_0","16","13","1.76463E-5",,,,
"t_0","11","30","1.6205202E-5",,,,
"t_0","22","33","1.4867916E-5",,,,
"t_0","26","01","1.232474E-5",,,,
"t_0","27","20","2.1340094E-5",,,,
"t_0","36","30","1.504733E-5",,,,
"t_0","35","39","2.0975933E-5",,,,
"t_0","40","01","1.6219105E-5",,,,
"t_0","28","36","1.7890201E-5",,,,
"t_0","12","24","1.2194047E-5",,,,
"t_0","23","12","1.9751442E-5",,,,
"t_0","03","05","1.29381815E-5",,,,
"t_0","14","19","1.6842436E-5",,,,
"t_0","35","40","2.4173705E-5",,,,
"t_0","08","36","1.6321E-5",,,,
"t_0","02","27","1.5712309E-5",,,,
"t_0","16","23","2.0013324E-5",,,,
"t_0","07","22","1.6799278E-5",,,,
"t_0","21","01","1.3795535E-5",,,,
"t_0","31","07","1.7978778E-5",,,,
"t_0","05","28","1.3427265E-5",,,,
"t_0","37","14","1.8112798E-5",,,,
"t_0","33","33","0.037831537",,,,
"t_0","18","11","1.6773669E-5",,,,
"t_0","22","27","2.399787E-5",,,,
"t_0","08","37","1.6889066E-5",,,,
"t_0","31","23","2.6998283E-5",,,,
"t_0","39","15","2.425572E-5",,,,
"t_0","35","03","1.9732179E-5",,,,
"t_0","16","01","1.4762976E-5",,,,
"t_0","10","10","0.035971045",,,,
"t_0","21","36","1.794209E-5",,,,
"t_0","24","40","1.4250318E-5",,,,
"t_0","36","31","2.0324991E-5",,,,
"t_0","11","33","9.160752E-6",,,,
